"Model","Type","Method","N","Count"
"Linear","Gradient","Closed form",30000,12
"Linear","Gradient","Closed form",150,13
"Linear","Gradient","Closed form",1500,24
"Linear","Gradient","Closed form",4500,12
"Linear","Gradient","Closed form",15000,6
"Linear","Gradient","Closed form",30000,14
"Linear","Gradient","Closed form",150,14
"Linear","Gradient","Closed form",1500,13
"Linear","Gradient","Closed form",4500,10
"Linear","Gradient","Closed form",15000,12
"Linear","Gradient","Closed form",30000,8
"Linear","Gradient","Closed form",150,11
"Linear","Gradient","Closed form",1500,12
"Linear","Gradient","Closed form",4500,7
"Linear","Gradient","Closed form",15000,6
"Linear","Gradient","Closed form",30000,8
"Linear","Gradient","Closed form",150,12
"Linear","Gradient","Closed form",1500,7
"Linear","Gradient","Closed form",4500,8
"Linear","Gradient","Closed form",15000,6
"Linear","Gradient","Closed form",30000,8
"Linear","Gradient","Closed form",150,13
"Linear","Gradient","Closed form",1500,12
"Linear","Gradient","Closed form",4500,12
"Linear","Gradient","Closed form",15000,12
"Linear","Gradient","Closed form",30000,6
"Linear","Gradient","Closed form",150,8
"Linear","Gradient","Closed form",1500,8
"Linear","Gradient","Closed form",4500,12
"Linear","Gradient","Closed form",15000,8
"Linear","Gradient","Closed form",30000,6
"Linear","Gradient","Closed form",150,12
"Linear","Gradient","Closed form",1500,13
"Linear","Gradient","Closed form",4500,16
"Linear","Gradient","Closed form",15000,13
"Linear","Gradient","Closed form",30000,18
"Linear","Gradient","Closed form",150,9
"Linear","Gradient","Closed form",1500,8
"Linear","Gradient","Closed form",4500,7
"Linear","Gradient","Closed form",15000,8
"Linear","Gradient","Closed form",30000,6
"Linear","Gradient","Closed form",150,12
"Linear","Gradient","Closed form",1500,12
"Linear","Gradient","Closed form",4500,13
"Linear","Gradient","Closed form",15000,12
"Linear","Gradient","Closed form",30000,15
"Linear","Gradient","Closed form",150,8
"Linear","Gradient","Closed form",1500,8
"Linear","Gradient","Closed form",4500,12
"Linear","Gradient","Closed form",15000,8
"Linear","Gradient","Closed form",30000,5
"Linear","Gradient","Closed form",150,12
"Linear","Gradient","Closed form",1500,8
"Linear","Gradient","Closed form",4500,12
"Linear","Gradient","Closed form",15000,8
"Linear","Gradient","Closed form",30000,8
"Linear","Function","Numeric",150,29
"Linear","Function","Numeric",1500,33
"Linear","Function","Numeric",4500,34
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,30
"Linear","Function","Numeric",1500,46
"Linear","Function","Numeric",4500,51
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,34
"Linear","Function","Numeric",1500,32
"Linear","Function","Numeric",4500,25
"Linear","Function","Numeric",15000,25
"Linear","Function","Numeric",30000,26
"Linear","Function","Numeric",150,27
"Linear","Function","Numeric",1500,31
"Linear","Function","Numeric",4500,38
"Linear","Function","Numeric",15000,26
"Linear","Function","Numeric",30000,36
"Linear","Function","Numeric",150,39
"Linear","Function","Numeric",1500,34
"Linear","Function","Numeric",4500,38
"Linear","Function","Numeric",15000,13
"Linear","Function","Numeric",30000,25
"Linear","Function","Numeric",150,28
"Linear","Function","Numeric",1500,41
"Linear","Function","Numeric",4500,48
"Linear","Function","Numeric",15000,145
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,39
"Linear","Function","Numeric",1500,15
"Linear","Function","Numeric",4500,51
"Linear","Function","Numeric",15000,28
"Linear","Function","Numeric",30000,20
"Linear","Function","Numeric",150,38
"Linear","Function","Numeric",1500,15
"Linear","Function","Numeric",4500,49
"Linear","Function","Numeric",15000,34
"Linear","Function","Numeric",30000,16
"Linear","Function","Numeric",150,44
"Linear","Function","Numeric",1500,29
"Linear","Function","Numeric",4500,38
"Linear","Function","Numeric",15000,24
"Linear","Function","Numeric",30000,23
"Linear","Function","Numeric",150,37
"Linear","Function","Numeric",1500,16
"Linear","Function","Numeric",4500,29
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,38
"Linear","Function","Numeric",1500,41
"Linear","Function","Numeric",4500,40
"Linear","Function","Numeric",15000,11
"Linear","Function","Numeric",30000,13
"Linear","Function","Numeric",150,56
"Linear","Function","Numeric",1500,41
"Linear","Function","Numeric",4500,29
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,25
"Linear","Function","Numeric",150,29
"Linear","Function","Numeric",1500,36
"Linear","Function","Numeric",4500,59
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,52
"Linear","Function","Numeric",1500,43
"Linear","Function","Numeric",4500,49
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,37
"Linear","Function","Numeric",1500,15
"Linear","Function","Numeric",4500,49
"Linear","Function","Numeric",15000,115
"Linear","Function","Numeric",30000,25
"Linear","Function","Numeric",150,46
"Linear","Function","Numeric",1500,43
"Linear","Function","Numeric",4500,14
"Linear","Function","Numeric",15000,16
"Linear","Function","Numeric",30000,13
"Linear","Function","Numeric",150,30
"Linear","Function","Numeric",1500,14
"Linear","Function","Numeric",4500,40
"Linear","Function","Numeric",15000,31
"Linear","Function","Numeric",30000,25
"Linear","Function","Numeric",150,36
"Linear","Function","Numeric",1500,14
"Linear","Function","Numeric",4500,50
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,35
"Linear","Function","Numeric",150,28
"Linear","Function","Numeric",1500,31
"Linear","Function","Numeric",4500,40
"Linear","Function","Numeric",15000,24
"Linear","Function","Numeric",30000,31
"Linear","Function","Numeric",150,34
"Linear","Function","Numeric",1500,31
"Linear","Function","Numeric",4500,31
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,25
"Linear","Function","Numeric",150,16
"Linear","Function","Numeric",1500,45
"Linear","Function","Numeric",4500,29
"Linear","Function","Numeric",15000,16
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,28
"Linear","Function","Numeric",1500,26
"Linear","Function","Numeric",4500,29
"Linear","Function","Numeric",15000,92
"Linear","Function","Numeric",30000,24
"Linear","Function","Numeric",150,29
"Linear","Function","Numeric",1500,15
"Linear","Function","Numeric",4500,12
"Linear","Function","Numeric",15000,17
"Linear","Function","Numeric",30000,27
"Linear","Function","Numeric",150,38
"Linear","Function","Numeric",1500,14
"Linear","Function","Numeric",4500,13
"Linear","Function","Numeric",15000,23
"Linear","Function","Numeric",30000,18
"Linear","Function","Numeric",150,40
"Linear","Function","Numeric",1500,42
"Linear","Function","Numeric",4500,55
"Linear","Function","Numeric",15000,145
"Linear","Function","Numeric",30000,25
"Linear","Function","Numeric",150,30
"Linear","Function","Numeric",1500,31
"Linear","Function","Numeric",4500,49
"Linear","Function","Numeric",15000,27
"Linear","Function","Numeric",30000,21
"Linear","Function","Numeric",150,29
"Linear","Function","Numeric",1500,62
"Linear","Function","Numeric",4500,48
"Linear","Function","Numeric",15000,16
"Linear","Function","Numeric",30000,27
"Linear","Function","Numeric",150,48
"Linear","Function","Numeric",1500,35
"Linear","Function","Numeric",4500,21
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,33
"Linear","Function","Numeric",150,18
"Linear","Function","Numeric",1500,49
"Linear","Function","Numeric",4500,24
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,21
"Linear","Function","Numeric",150,27
"Linear","Function","Numeric",1500,23
"Linear","Function","Numeric",4500,70
"Linear","Function","Numeric",15000,22
"Linear","Function","Numeric",30000,12
"Linear","Function","Numeric",150,39
"Linear","Function","Numeric",1500,32
"Linear","Function","Numeric",4500,41
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,56
"Linear","Function","Numeric",150,24
"Linear","Function","Numeric",1500,32
"Linear","Function","Numeric",4500,29
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,45
"Linear","Function","Numeric",150,35
"Linear","Function","Numeric",1500,43
"Linear","Function","Numeric",4500,48
"Linear","Function","Numeric",15000,13
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,39
"Linear","Function","Numeric",1500,46
"Linear","Function","Numeric",4500,43
"Linear","Function","Numeric",15000,26
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,38
"Linear","Function","Numeric",1500,37
"Linear","Function","Numeric",4500,42
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,16
"Linear","Function","Numeric",150,41
"Linear","Function","Numeric",1500,38
"Linear","Function","Numeric",4500,12
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,41
"Linear","Function","Numeric",1500,31
"Linear","Function","Numeric",4500,38
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,28
"Linear","Function","Numeric",1500,52
"Linear","Function","Numeric",4500,14
"Linear","Function","Numeric",15000,20
"Linear","Function","Numeric",30000,24
"Linear","Function","Numeric",150,36
"Linear","Function","Numeric",1500,20
"Linear","Function","Numeric",4500,31
"Linear","Function","Numeric",15000,24
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,38
"Linear","Function","Numeric",1500,26
"Linear","Function","Numeric",4500,69
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,35
"Linear","Function","Numeric",150,38
"Linear","Function","Numeric",1500,49
"Linear","Function","Numeric",4500,31
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,145
"Linear","Function","Numeric",150,25
"Linear","Function","Numeric",1500,37
"Linear","Function","Numeric",4500,35
"Linear","Function","Numeric",15000,15
"Linear","Function","Numeric",30000,20
"Linear","Function","Numeric",150,26
"Linear","Function","Numeric",1500,40
"Linear","Function","Numeric",4500,27
"Linear","Function","Numeric",15000,13
"Linear","Function","Numeric",30000,27
"Linear","Function","Numeric",150,39
"Linear","Function","Numeric",1500,31
"Linear","Function","Numeric",4500,13
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,23
"Linear","Function","Numeric",150,28
"Linear","Function","Numeric",1500,55
"Linear","Function","Numeric",4500,52
"Linear","Function","Numeric",15000,42
"Linear","Function","Numeric",30000,25
"Linear","Function","Numeric",150,27
"Linear","Function","Numeric",1500,42
"Linear","Function","Numeric",4500,50
"Linear","Function","Numeric",15000,14
"Linear","Function","Numeric",30000,15
"Linear","Function","Numeric",150,45
"Linear","Function","Numeric",1500,37
"Linear","Function","Numeric",4500,49
"Linear","Function","Numeric",15000,25
"Linear","Function","Numeric",30000,13
"Linear","Function","Numeric",150,36
"Linear","Function","Numeric",1500,30
"Linear","Function","Numeric",4500,51
"Linear","Function","Numeric",15000,25
"Linear","Function","Numeric",30000,35
"Linear","Function","Numeric",150,22
"Linear","Function","Numeric",1500,40
"Linear","Function","Numeric",4500,63
"Linear","Function","Numeric",15000,20
"Linear","Function","Numeric",30000,12
"Linear","Function","Numeric",150,43
"Linear","Function","Numeric",1500,38
"Linear","Function","Numeric",4500,75
"Linear","Function","Numeric",15000,24
"Linear","Function","Numeric",30000,15
"Linear","Gradient","Numeric",150,14
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,22
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,19
"Linear","Gradient","Numeric",4500,24
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,16
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,8
"Linear","Gradient","Numeric",15000,14
"Linear","Gradient","Numeric",30000,7
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,16
"Linear","Gradient","Numeric",4500,24
"Linear","Gradient","Numeric",15000,15
"Linear","Gradient","Numeric",30000,14
"Linear","Gradient","Numeric",150,22
"Linear","Gradient","Numeric",1500,17
"Linear","Gradient","Numeric",4500,24
"Linear","Gradient","Numeric",15000,6
"Linear","Gradient","Numeric",30000,15
"Linear","Gradient","Numeric",150,14
"Linear","Gradient","Numeric",1500,17
"Linear","Gradient","Numeric",4500,32
"Linear","Gradient","Numeric",15000,100
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,20
"Linear","Gradient","Numeric",1500,8
"Linear","Gradient","Numeric",4500,24
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,9
"Linear","Gradient","Numeric",150,16
"Linear","Gradient","Numeric",1500,8
"Linear","Gradient","Numeric",4500,32
"Linear","Gradient","Numeric",15000,7
"Linear","Gradient","Numeric",30000,7
"Linear","Gradient","Numeric",150,17
"Linear","Gradient","Numeric",1500,17
"Linear","Gradient","Numeric",4500,25
"Linear","Gradient","Numeric",15000,5
"Linear","Gradient","Numeric",30000,7
"Linear","Gradient","Numeric",150,13
"Linear","Gradient","Numeric",1500,8
"Linear","Gradient","Numeric",4500,18
"Linear","Gradient","Numeric",15000,6
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,16
"Linear","Gradient","Numeric",4500,25
"Linear","Gradient","Numeric",15000,6
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,17
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,18
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,14
"Linear","Gradient","Numeric",150,14
"Linear","Gradient","Numeric",1500,22
"Linear","Gradient","Numeric",4500,31
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,21
"Linear","Gradient","Numeric",1500,24
"Linear","Gradient","Numeric",4500,32
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,6
"Linear","Gradient","Numeric",150,14
"Linear","Gradient","Numeric",1500,8
"Linear","Gradient","Numeric",4500,31
"Linear","Gradient","Numeric",15000,74
"Linear","Gradient","Numeric",30000,6
"Linear","Gradient","Numeric",150,17
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,5
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,11
"Linear","Gradient","Numeric",1500,8
"Linear","Gradient","Numeric",4500,25
"Linear","Gradient","Numeric",15000,11
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,16
"Linear","Gradient","Numeric",1500,8
"Linear","Gradient","Numeric",4500,25
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,15
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,18
"Linear","Gradient","Numeric",15000,7
"Linear","Gradient","Numeric",30000,9
"Linear","Gradient","Numeric",150,18
"Linear","Gradient","Numeric",1500,16
"Linear","Gradient","Numeric",4500,18
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,6
"Linear","Gradient","Numeric",150,8
"Linear","Gradient","Numeric",1500,17
"Linear","Gradient","Numeric",4500,18
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,7
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,15
"Linear","Gradient","Numeric",4500,17
"Linear","Gradient","Numeric",15000,53
"Linear","Gradient","Numeric",30000,13
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,8
"Linear","Gradient","Numeric",4500,4
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,6
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,8
"Linear","Gradient","Numeric",4500,5
"Linear","Gradient","Numeric",15000,12
"Linear","Gradient","Numeric",30000,10
"Linear","Gradient","Numeric",150,14
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,36
"Linear","Gradient","Numeric",15000,100
"Linear","Gradient","Numeric",30000,15
"Linear","Gradient","Numeric",150,13
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,32
"Linear","Gradient","Numeric",15000,7
"Linear","Gradient","Numeric",30000,9
"Linear","Gradient","Numeric",150,13
"Linear","Gradient","Numeric",1500,32
"Linear","Gradient","Numeric",4500,24
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,7
"Linear","Gradient","Numeric",150,13
"Linear","Gradient","Numeric",1500,22
"Linear","Gradient","Numeric",4500,11
"Linear","Gradient","Numeric",15000,6
"Linear","Gradient","Numeric",30000,9
"Linear","Gradient","Numeric",150,8
"Linear","Gradient","Numeric",1500,24
"Linear","Gradient","Numeric",4500,15
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,10
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,15
"Linear","Gradient","Numeric",4500,39
"Linear","Gradient","Numeric",15000,5
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,13
"Linear","Gradient","Numeric",1500,19
"Linear","Gradient","Numeric",4500,25
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,27
"Linear","Gradient","Numeric",150,9
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,17
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,29
"Linear","Gradient","Numeric",150,16
"Linear","Gradient","Numeric",1500,25
"Linear","Gradient","Numeric",4500,24
"Linear","Gradient","Numeric",15000,5
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,22
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,29
"Linear","Gradient","Numeric",15000,7
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,16
"Linear","Gradient","Numeric",1500,22
"Linear","Gradient","Numeric",4500,17
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,7
"Linear","Gradient","Numeric",150,14
"Linear","Gradient","Numeric",1500,22
"Linear","Gradient","Numeric",4500,5
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,17
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,24
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,23
"Linear","Gradient","Numeric",4500,8
"Linear","Gradient","Numeric",15000,9
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,16
"Linear","Gradient","Numeric",1500,11
"Linear","Gradient","Numeric",4500,18
"Linear","Gradient","Numeric",15000,7
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,14
"Linear","Gradient","Numeric",1500,15
"Linear","Gradient","Numeric",4500,45
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,22
"Linear","Gradient","Numeric",150,18
"Linear","Gradient","Numeric",1500,24
"Linear","Gradient","Numeric",4500,18
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,100
"Linear","Gradient","Numeric",150,11
"Linear","Gradient","Numeric",1500,22
"Linear","Gradient","Numeric",4500,22
"Linear","Gradient","Numeric",15000,7
"Linear","Gradient","Numeric",30000,10
"Linear","Gradient","Numeric",150,11
"Linear","Gradient","Numeric",1500,11
"Linear","Gradient","Numeric",4500,5
"Linear","Gradient","Numeric",15000,7
"Linear","Gradient","Numeric",30000,7
"Linear","Gradient","Numeric",150,21
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,5
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,3
"Linear","Gradient","Numeric",150,13
"Linear","Gradient","Numeric",1500,24
"Linear","Gradient","Numeric",4500,24
"Linear","Gradient","Numeric",15000,18
"Linear","Gradient","Numeric",30000,7
"Linear","Gradient","Numeric",150,15
"Linear","Gradient","Numeric",1500,25
"Linear","Gradient","Numeric",4500,25
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,8
"Linear","Gradient","Numeric",150,16
"Linear","Gradient","Numeric",1500,22
"Linear","Gradient","Numeric",4500,32
"Linear","Gradient","Numeric",15000,6
"Linear","Gradient","Numeric",30000,5
"Linear","Gradient","Numeric",150,16
"Linear","Gradient","Numeric",1500,11
"Linear","Gradient","Numeric",4500,32
"Linear","Gradient","Numeric",15000,8
"Linear","Gradient","Numeric",30000,22
"Linear","Gradient","Numeric",150,11
"Linear","Gradient","Numeric",1500,18
"Linear","Gradient","Numeric",4500,32
"Linear","Gradient","Numeric",15000,9
"Linear","Gradient","Numeric",30000,5
"Linear","Gradient","Numeric",150,22
"Linear","Gradient","Numeric",1500,17
"Linear","Gradient","Numeric",4500,39
"Linear","Gradient","Numeric",15000,6
"Linear","Gradient","Numeric",30000,7
